bssid,essid,lat,lon,encryption,manufacturer,channel,date_insert,date_update
C8:6C:87:62:92:36,Speedy_gqjdcf,-34.603542,-58.381153,WEP,ZyxelCom,11,,
C8:6C:87:62:92:C5,Speedy_ss2fr4,-34.607262,-58.387774,WEP,ZyxelCom,11,,
C8:6C:87:62:9B:B6,samba,-34.606008,-58.366755,WEP,ZyxelCom,11,,
C8:6C:87:62:9F:0A,Speedy_2nvffg,-34.604501,-58.406052,WEP,ZyxelCom,11,,
C8:6C:87:62:9F:3C,Speedy_uda0j9,-34.615795,-58.391670,WPA,ZyxelCom,0,,
C8:6C:87:62:A0:07,Lechuza2,-34.603630,-58.381538,WPA,ZyxelCom,11,,
C8:6C:87:62:A4:F6,romina,-34.604173,-58.391019,WPA,ZyxelCom,11,,
C8:6C:87:62:A9:E1,Speedy_8grn59,-34.604131,-58.387637,WPA,ZyxelCom,11,,
C8:6C:87:62:AE:9F,ROSA,-34.604229,-58.396217,WEP,ZyxelCom,11,,
C8:6C:87:62:AF:7B,luca1,-34.617824,-58.384972,WEP,ZyxelCom,6,,
C8:6C:87:62:AF:95,hugo,-34.603279,-58.377077,WPA,ZyxelCom,11,,
C8:6C:87:9A:18:66,ALEJANDRO,-34.603941,-58.383847,WEP,ZyxelCom,11,,
C8:6C:87:9A:19:08,BAIGROS,-34.603939,-58.385434,WPA,ZyxelCom,11,,
C8:6C:87:9A:1A:3A,Speedy,-34.617176,-58.371351,WEP,ZyxelCom,6,,
C8:6C:87:9A:1A:4E,siblo,-34.604359,-58.405746,WEP,ZyxelCom,11,,
C8:6C:87:9A:1D:96,Racing-Club,-34.610410,-58.395041,WPA,ZyxelCom,11,,
C8:6C:87:9A:1D:BD,Speedy_ilac9h,-34.609241,-58.366390,WEP,ZyxelCom,11,,
C8:6C:87:9A:1E:78,snh2,-34.607049,-58.390424,WEP,ZyxelCom,11,,
C8:6C:87:9A:1F:AC,Speedy_jaq8g7,-34.607117,-58.387890,WEP,ZyxelCom,1,,
C8:6C:87:9A:1F:B3,Speedy_zc6ppp,-34.603630,-58.381538,WEP,ZyxelCom,0,,
C8:6C:87:9A:22:FE,UGC,-34.604128,-58.405252,WPA,ZyxelCom,11,,
C8:6C:87:9A:24:92,Cam24,-34.604503,-58.406390,WEP,ZyxelCom,11,,
C8:6C:87:9A:27:73,carcova,-34.616966,-58.358060,WEP,ZyxelCom,1,,
C8:6C:87:9A:27:BC,MONICA,-34.614407,-58.394737,WEP,ZyxelCom,11,,
C8:6C:87:9A:28:90,Speedy_wq3uu9,-34.607288,-58.387749,WEP,ZyxelCom,11,,
C8:6C:87:9A:28:C6,Spiga_WIFI,-34.615806,-58.391676,WPA,ZyxelCom,11,,
C8:6C:87:9A:29:E5,Speedy_72w1vm,-34.617983,-58.388760,WEP,ZyxelCom,11,,
C8:6C:87:FE:E1:C6,Speedy_algsff,-34.617653,-58.377418,WEP,ZyxelCom,11,,
C8:6C:87:FE:E3:F2,Speedy_00,-34.604370,-58.392632,WEP,ZyxelCom,11,,
C8:6C:87:FE:E8:19,peperinopomulo,-34.609905,-58.395142,WPA,ZyxelCom,11,,
C8:6C:87:FE:E8:A1,Speedy_9dldyu,-34.604122,-58.387653,WEP,ZyxelCom,11,,
C8:6C:87:FE:ED:4D,Beny,-34.604321,-58.395233,WPA,ZyxelCom,11,,
C8:6C:87:FE:F2:B3,201b,-34.611049,-58.366232,WEP,ZyxelCom,11,,
C8:6C:87:FE:F9:8D,CARLOS,-34.604419,-58.395092,WEP,ZyxelCom,11,,
C8:6C:87:FE:FC:59,Speedy_ipeuq8,-34.604412,-58.394886,WPA,ZyxelCom,1,,
C8:6C:87:FF:00:11,"Speedy wifi",-34.604289,-58.395354,WEP,ZyxelCom,11,,
C8:6C:87:FF:06:3E,PEDIDOSBES,-34.614665,-58.394663,WPA,ZyxelCom,0,,
C8:6C:87:FF:06:6B,Speedy_w0dhcu,-34.604294,-58.394134,WEP,ZyxelCom,11,,
C8:6C:87:FF:06:8B,Speedy_rk86hh,-34.604143,-58.387582,WEP,ZyxelCom,11,,
C8:6C:87:FF:07:AA,Speedy_t8eus4,-34.604164,-58.401539,WEP,ZyxelCom,11,,
C8:6C:87:FF:07:C6,Speedy_yw7ssp,-34.617816,-58.385478,WEP,ZyxelCom,11,,
C8:6C:87:FF:0E:05,MORVIAL,-34.603132,-58.375576,WPA,ZyxelCom,1,,
C8:6C:87:FF:0E:3D,ESTUDIOJURIDICOGOLDADLER,-34.617630,-58.381153,WPA,ZyxelCom,11,,
C8:6C:87:FF:0E:5F,"Marian wifi",-34.604530,-58.398941,WPA,ZyxelCom,6,,
C8:6C:87:FF:0E:D3,DarioWiFi3,-34.617621,-58.380591,WPA,ZyxelCom,11,,
C8:6C:87:FF:0E:D9,ESTADOSUNIDOS1000,-34.617630,-58.381153,WEP,ZyxelCom,11,,
C8:6C:87:FF:0F:76,Walter_WiFi,-34.618173,-58.391104,WPA,ZyxelCom,1,,
C8:6C:87:FF:11:36,Speedy_c88bas,-34.607677,-58.394466,WEP,ZyxelCom,11,,
C8:6C:87:FF:11:86,carlos,-34.607765,-58.389481,WEP,ZyxelCom,11,,
C8:6C:87:FF:15:4B,HDP,-34.618050,-58.390102,WPA,ZyxelCom,11,,
C8:6C:87:FF:1A:42,DARIOEMIKU,-34.608952,-58.395252,WEP,ZyxelCom,11,,
C8:6C:87:FF:1E:EE,Speedy_ugtn57,-34.603930,-58.384102,WEP,ZyxelCom,11,,
C8:6C:87:FF:22:F7,Speedy_o1v9ey,-34.606349,-58.388088,WEP,ZyxelCom,11,,
C8:6C:87:FF:25:07,Dianu,-34.614845,-58.392656,WPA,ZyxelCom,11,,
C8:6C:87:FF:25:36,Speedy_18n0nz,-34.604492,-58.399832,WEP,ZyxelCom,11,,
C8:6C:87:FF:25:F1,khabbaz,-34.610107,-58.395103,WPA,ZyxelCom,11,,
C8:6C:87:FF:26:5C,Speedy_b69e8w,-34.617636,-58.381849,WEP,ZyxelCom,11,,
C8:6C:87:FF:26:F2,Speedy_3i1xw4,-34.603992,-58.385273,WEP,ZyxelCom,11,,
C8:6C:87:FF:27:9F,FERNANDA,-34.607138,-58.388031,WPA,ZyxelCom,11,,
C8:6C:87:FF:27:F7,FEGRISO,-34.607715,-58.390012,WPA,ZyxelCom,11,,
C8:6C:87:FF:2A:F2,consulggm,-34.617655,-58.378010,Open,ZyxelCom,11,,
C8:6C:87:FF:32:E8,Speedy_t101e8,-34.617630,-58.381496,WEP,ZyxelCom,11,,
C8:6C:87:FF:35:26,Morales,-34.607873,-58.394994,WPA,ZyxelCom,11,,
C8:6C:87:FF:35:F0,Speedy_6xoat7,-34.617813,-58.385509,WEP,ZyxelCom,11,,
C8:6C:87:FF:3A:72,gerdi-wifi,-34.617778,-58.384405,WEP,ZyxelCom,11,,
C8:AA:21:DB:DF:D3,OpenGarden,-34.604055,-58.404865,WPA,Motorola,1,,
C8:D5:FE:0E:5A:90,Speedy-8eaa,-34.605863,-58.390008,WEP,Shenzhen,1,,
C8:D5:FE:0E:5A:98,Speedy-cc82,-34.615838,-58.391670,WEP,Shenzhen,11,,
C8:D5:FE:0E:5A:B8,Speedy-c423,-34.616943,-58.391712,WEP,Shenzhen,1,,
C8:D5:FE:0E:82:44,"instituto ccp",-34.607058,-58.387836,WPA,Shenzhen,6,,
C8:D5:FE:0E:B9:B8,RouxWifi,-34.607769,-58.389458,WPA,Shenzhen,1,,
C8:D5:FE:0E:CA:AC,Sofia,-34.603785,-58.386883,WPA,Shenzhen,6,,
C8:D5:FE:0E:E1:1C,Speedy-Wifi,-34.617415,-58.374952,WEP,Shenzhen,11,,
C8:D5:FE:0E:ED:78,"Estudio RMG",-34.604139,-58.391126,WPA,Shenzhen,11,,
C8:D5:FE:0E:F7:18,Speedy-d0ea,-34.607879,-58.392738,WEP,Shenzhen,1,,
C8:D5:FE:0E:F7:D4,"CREACIONES GRAFICAS ",-34.606323,-58.388105,WEP,Shenzhen,6,,
C8:D5:FE:0F:05:14,Speedy-cfd0,-34.606804,-58.387980,WEP,Shenzhen,11,,
C8:D5:FE:0F:05:30,Speedy-wifi0,-34.604329,-58.393820,WEP,Shenzhen,11,,
C8:D5:FE:0F:06:FC,SSalud,-34.616952,-58.367157,WPA,Shenzhen,11,,
C8:D5:FE:0F:22:24,GRAMATIKA,-34.610741,-58.395035,WEP,Shenzhen,10,,
C8:D5:FE:0F:23:D8,Speedy-e39b,-34.607950,-58.392367,WEP,Shenzhen,1,,
C8:D5:FE:0F:30:50,Speedy-3e2f,-34.606293,-58.388129,WEP,Shenzhen,1,,
C8:D5:FE:0F:4C:00,Speedy-a571,-34.617641,-58.378448,WEP,Shenzhen,11,,
C8:D5:FE:0F:50:2C,"Memo wifi",-34.611191,-58.395016,WEP,Shenzhen,1,,
C8:D5:FE:0F:53:A8,Speedy-cc6f,-34.617619,-58.378936,WEP,Shenzhen,6,,
C8:D5:FE:0F:58:48,Speedy-3307,-34.604305,-58.393707,WEP,Shenzhen,11,,
C8:D5:FE:0F:63:B8,Francisco-Franco,-34.606908,-58.390469,WEP,Shenzhen,6,,
C8:D5:FE:0F:72:A0,gustavo,-34.617779,-58.384331,WEP,Shenzhen,1,,
C8:D5:FE:0F:79:B4,aye,-34.604519,-58.405979,WEP,Shenzhen,11,,
C8:D5:FE:14:DD:E7,MAMBO,-34.604274,-58.405611,WPA,Shenzhen,1,,
C8:D5:FE:14:F7:2F,"Juan WiFi",-34.604229,-58.396217,WEP,Shenzhen,11,,
C8:D5:FE:15:3E:0B,FEL_FJB@,-34.614818,-58.393642,WEP,Shenzhen,11,,
C8:D5:FE:15:40:93,Speedy-b1e1,-34.604305,-58.407146,WEP,Shenzhen,1,,
C8:D5:FE:15:43:7F,jotape,-34.612445,-58.394847,WEP,Shenzhen,1,,
C8:D5:FE:15:50:BF,Speedy-8ae6,-34.604527,-58.406044,WEP,Shenzhen,1,,
C8:D5:FE:15:66:2F,Speedy-0119,-34.607769,-58.389458,WEP,Shenzhen,1,,
C8:D5:FE:15:7E:CB,Gonzalo,-34.617359,-58.362398,WPA,Shenzhen,4,,
C8:D5:FE:15:87:3B,fernandez,-34.612147,-58.363103,WEP,Shenzhen,11,,
C8:D5:FE:15:9B:BF,odontologia,-34.617641,-58.378361,WEP,Shenzhen,11,,
C8:D5:FE:15:9C:D3,franciscoWF,-34.607265,-58.387718,WEP,Shenzhen,11,,
C8:D5:FE:15:AB:8F,CAM24,-34.603512,-58.380360,WEP,Shenzhen,6,,
C8:D5:FE:15:AF:3F,Speedy-cefe,-34.603342,-58.378275,WEP,Shenzhen,11,,
C8:D5:FE:15:BB:BF,Speedy-2a66,-34.615799,-58.391672,WEP,Shenzhen,11,,
C8:D5:FE:69:A6:94,DIANA,-34.617180,-58.371315,WEP,Shenzhen,1,,
C8:D5:FE:69:AD:FF,LITVA-WIFI-,-34.604526,-58.405992,WEP,Shenzhen,1,,
C8:D5:FE:69:AE:28,SpeedyWiFi,-34.603844,-58.382162,Open,Shenzhen,1,,
C8:D5:FE:69:AE:36,subzero,-34.612728,-58.394803,WEP,Shenzhen,11,,
C8:D5:FE:69:B9:C2,Rian,-34.603939,-58.384457,Open,Shenzhen,11,,
C8:D5:FE:69:BA:5F,anacasa,-34.614830,-58.394408,WEP,Shenzhen,6,,
C8:D5:FE:69:C0:88,SpeedyEmmanuel,-34.617191,-58.371693,WPA,Shenzhen,1,,
C8:D5:FE:69:C3:F7,Teresa,-34.614801,-58.365395,WEP,Shenzhen,1,,
C8:D5:FE:69:CD:6D,SpeedyWiFi2011,-34.617073,-58.366438,WEP,Shenzhen,6,,
C8:D5:FE:69:CF:A5,villton,-34.603512,-58.380318,WEP,Shenzhen,1,,
C8:D5:FE:69:D5:5C,Fabi,-34.607062,-58.387933,WEP,Shenzhen,11,,
C8:D5:FE:69:D7:26,speedyACE,-34.606611,-58.388954,WEP,Shenzhen,1,,
C8:D5:FE:69:D7:9A,poyo,-34.617780,-58.384382,WEP,Shenzhen,1,,
C8:D5:FE:69:DA:A9,Suzeth,-34.603371,-58.378899,WEP,Shenzhen,6,,
C8:D5:FE:69:E2:AD,claudia,-34.604333,-58.393440,Open,Shenzhen,11,,
C8:D5:FE:6C:DE:F7,edgard,-34.607395,-58.390808,WEP,Shenzhen,11,,
C8:D5:FE:6C:DF:74,SpeedyWiFi,-34.615860,-58.391670,Open,Shenzhen,0,,
C8:D5:FE:6C:E4:D7,Nornet,-34.610780,-58.395035,WPA,Shenzhen,6,,
C8:D5:FE:6C:EA:4F,EMILOGNO,-34.604502,-58.398609,WEP,Shenzhen,1,,
C8:D5:FE:6C:EC:BF,anii,-34.617635,-58.377382,WEP,Shenzhen,6,,
C8:D5:FE:6C:EC:CB,Martha,-34.607441,-58.390493,Open,Shenzhen,11,,
C8:D5:FE:6C:EF:82,"Esta red es mia",-34.617393,-58.374607,WEP,Shenzhen,1,,
C8:D5:FE:6C:EF:DE,Bue,-34.616535,-58.369118,WEP,Shenzhen,6,,
C8:D5:FE:6C:F1:A7,k3848676?,-34.616943,-58.391712,WEP,Shenzhen,6,,
C8:D5:FE:6C:F1:B6,bedrock,-34.616215,-58.391712,WPA,Shenzhen,1,,
C8:D5:FE:6C:FA:11,"FatiAlan wi-fi",-34.617458,-58.375553,WEP,Shenzhen,11,,
C8:D5:FE:6C:FA:7D,MartinWifi,-34.604138,-58.387592,WEP,Shenzhen,6,,
C8:D5:FE:6C:FE:41,Matrix,-34.614647,-58.394672,WEP,Shenzhen,11,,
C8:D5:FE:6D:00:01,Calu04_Petty87,-34.607899,-58.395037,WPA,Shenzhen,6,,
C8:D5:FE:6D:00:50,"Leandro wi fi",-34.617167,-58.371251,WEP,Shenzhen,6,,
C8:D5:FE:6D:02:8B,piti-wifi,-34.617500,-58.376583,WEP,Shenzhen,11,,
C8:D5:FE:6D:0B:1B,PUCHO,-34.617885,-58.386925,WPA,Shenzhen,1,,
C8:D5:FE:6D:0B:26,Nancy,-34.603271,-58.377024,WEP,Shenzhen,1,,
C8:D5:FE:6D:0F:14,Ana-WiFi,-34.617838,-58.386079,WPA,Shenzhen,6,,
C8:D5:FE:6D:11:C9,Kosmos21,-34.617464,-58.375995,WEP,Shenzhen,1,,
C8:D5:FE:6D:13:E2,WiFi10,-34.604329,-58.393488,Open,Shenzhen,1,,
C8:D5:FE:6D:15:20,cecilia2012,-34.604439,-58.397642,WEP,Shenzhen,11,,
C8:D5:FE:6D:1A:04,paola,-34.614860,-58.393856,WEP,Shenzhen,6,,
C8:D5:FE:6D:1D:28,Agelber,-34.617204,-58.373156,WEP,Shenzhen,11,,
C8:D5:FE:6D:1E:48,ABUELA,-34.617858,-58.386439,WEP,Shenzhen,1,,
C8:D5:FE:6D:1E:7D,rosa,-34.617779,-58.383621,WEP,Shenzhen,11,,
C8:D5:FE:6D:1E:B9,"Local MPM",-34.604196,-58.405478,WEP,Shenzhen,6,,
C8:D5:FE:6D:2A:C7,SpeedyWiFi,-34.617623,-58.380380,WEP,Shenzhen,11,,
C8:D5:FE:6D:37:6F,LaPonqueria,-34.603352,-58.378643,WEP,Shenzhen,1,,
C8:D5:FE:6D:39:9D,Estudio-Gurina,-34.604038,-58.388451,WEP,Shenzhen,1,,
C8:D5:FE:6D:3F:32,Ana_1,-34.615501,-58.391659,WEP,Shenzhen,8,,
C8:D5:FE:6D:3F:FB,dalmaagus,-34.617779,-58.384468,WEP,Shenzhen,1,,
C8:D5:FE:6D:41:73,marcoswifi,-34.618050,-58.390096,WEP,Shenzhen,11,,
C8:D5:FE:6D:46:B5,GABRIEL,-34.617782,-58.384475,WEP,Shenzhen,1,,
C8:D5:FE:6D:ED:B8,Alma,-34.606270,-58.388149,WEP,Shenzhen,11,,
C8:D5:FE:6D:ED:C9,roxanawifi,-34.617660,-58.377613,WEP,Shenzhen,6,,
C8:D5:FE:6D:F3:56,TOBY822,-34.617451,-58.375467,WEP,Shenzhen,11,,
C8:D5:FE:6D:F6:B0,"la lulaa y la aliii",-34.617169,-58.372549,WEP,Shenzhen,11,,
C8:D5:FE:6D:FE:9C,"LUPE Y EMI",-34.604057,-58.408146,WEP,Shenzhen,1,,
C8:D5:FE:6E:03:0C,Roberto10,-34.613819,-58.394627,WEP,Shenzhen,11,,
C8:D5:FE:6E:0A:D4,Ramos-WiFi,-34.617779,-58.384473,WEP,Shenzhen,6,,
C8:D5:FE:6E:12:5C,1143058322,-34.617776,-58.384144,WEP,Shenzhen,11,,
C8:D5:FE:6E:13:88,SpeedyWiFi,-34.611000,-58.395035,Open,Shenzhen,11,,
C8:D5:FE:6E:13:D0,3-ORILLAS-AQUILEA,-34.604379,-58.395244,WPA,Shenzhen,1,,
C8:D5:FE:6E:20:9E,silklinesrl,-34.604382,-58.397011,WEP,Shenzhen,11,,
C8:D5:FE:6E:24:4A,anitaserajo,-34.617641,-58.378384,WPA,Shenzhen,6,,
C8:D5:FE:6E:26:9B,xsara,-34.612160,-58.362801,WEP,Shenzhen,6,,
C8:D5:FE:6E:28:82,LeonZen,-34.606146,-58.390321,WPA,Shenzhen,11,,
C8:D5:FE:6E:34:D6,"SPEEDY WIFI",-34.617252,-58.373516,WEP,Shenzhen,6,,
C8:D5:FE:6E:36:71,CLIBA,-34.609100,-58.395235,WEP,Shenzhen,1,,
C8:D5:FE:6E:39:4C,SpeedyWiFi,-34.617180,-58.373001,WPA,Shenzhen,9,,
C8:D5:FE:6F:C9:67,Pack_Sevice,-34.606283,-58.388139,WPA,Shenzhen,11,,
C8:D5:FE:6F:CC:F4,SpeedyWiFi,-34.603115,-58.375203,WEP,Shenzhen,11,,
C8:D5:FE:6F:CD:FB,"EL SAUCE",-34.603512,-58.380100,WPA,Shenzhen,13,,
C8:D5:FE:6F:D3:AB,wenchy,-34.617170,-58.371549,WEP,Shenzhen,6,,
C8:D5:FE:6F:D8:7B,peron,-34.606389,-58.388787,WEP,Shenzhen,11,,
C8:D5:FE:6F:D8:C7,Oasis,-34.614796,-58.393490,WEP,Shenzhen,6,,
C8:D5:FE:6F:E1:1D,Susana_wifi,-34.615944,-58.391686,WEP,Shenzhen,11,,
C8:D5:FE:6F:F0:C0,JC2011,-34.605227,-58.410831,WPA,Shenzhen,1,,
C8:D5:FE:6F:F5:ED,tufiestaargentina,-34.603317,-58.377636,WEP,Shenzhen,1,,
C8:D5:FE:6F:F7:DE,Samanta2,-34.617512,-58.376625,WEP,Shenzhen,11,,
C8:D5:FE:6F:FA:B4,Toltito.07,-34.604317,-58.392185,WEP,Shenzhen,11,,
C8:D5:FE:6F:FB:62,Recursos&amp;Servicios,-34.604487,-58.405933,WEP,Shenzhen,1,,
C8:D5:FE:6F:FD:E1,gaj,-34.604057,-58.410164,WEP,Shenzhen,1,,
C8:D5:FE:6F:FE:D2,Juano,-34.608064,-58.395061,WEP,Shenzhen,6,,
C8:D5:FE:70:05:0D,Speedy-R,-34.614851,-58.392558,WEP,Shenzhen,11,,
C8:D5:FE:70:11:22,Netland,-34.606955,-58.390530,WEP,Shenzhen,1,,
C8:D5:FE:70:12:AE,Cargi,-34.607356,-58.390614,WPA,Shenzhen,1,,
C8:D5:FE:70:14:7B,OFICINA-WIFI,-34.604027,-58.408276,Open,Shenzhen,11,,
C8:D5:FE:70:28:2A,"Silvia Wifi4",-34.614315,-58.394737,WEP,Shenzhen,11,,
C8:D5:FE:70:32:90,Cam24hs,-34.604300,-58.405673,WEP,Shenzhen,11,,
C8:D5:FE:70:3D:35,wi-fi,-34.617973,-58.364845,WEP,Shenzhen,11,,
C8:D5:FE:70:3F:1A,"Libreria independencia",-34.617618,-58.378900,WEP,Shenzhen,6,,
C8:D5:FE:70:41:99,Speedy_10,-34.603926,-58.384313,Open,Shenzhen,11,,
C8:D5:FE:70:46:5E,Manuel11,-34.606721,-58.390376,WEP,Shenzhen,11,,
C8:D5:FE:70:49:46,SpeedyWiFi,-34.604454,-58.395058,Open,Shenzhen,11,,
C8:D5:FE:70:4A:93,Meri,-34.606915,-58.390401,WEP,Shenzhen,11,,
C8:D5:FE:70:52:4A,S6,-34.604382,-58.394714,Open,Shenzhen,1,,
C8:D5:FE:70:52:71,COLOMBIA,-34.607182,-58.387825,WEP,Shenzhen,1,,
C8:D5:FE:70:5D:C0,SpeedyWiFi,-34.604164,-58.402332,Open,Shenzhen,1,,
C8:D5:FE:70:65:6B,WiFi,-34.608801,-58.395229,Open,Shenzhen,11,,
C8:D5:FE:70:71:2E,"La Comunidad",-34.615913,-58.391689,WEP,Shenzhen,6,,
C8:D5:FE:70:A3:03,eclesiastes,-34.604197,-58.410358,WEP,Shenzhen,1,,
C8:D5:FE:70:A3:DC,Naty,-34.612567,-58.358581,Open,Shenzhen,1,,
C8:D5:FE:70:A5:A4,cabralhunter,-34.607697,-58.390316,WEP,Shenzhen,11,,
C8:D5:FE:70:A8:4D,TRONCHETTO,-34.604449,-58.400122,WPA,Shenzhen,11,,
C8:D5:FE:70:A8:D1,luca,-34.604287,-58.400883,WEP,Shenzhen,1,,
C8:D5:FE:70:AA:0E,4436127@speedyplus,-34.617105,-58.370729,WEP,Shenzhen,11,,
C8:D5:FE:70:B5:BB,Ceci-,-34.611863,-58.358965,WEP,Shenzhen,11,,
C8:D5:FE:70:C8:92,Daniel,-34.603748,-58.381882,WPA,Shenzhen,1,,
C8:D5:FE:70:D0:D9,"Colgate Desta",-34.607379,-58.390949,WEP,Shenzhen,1,,
C8:D5:FE:70:D4:CE,Sion-Internet,-34.617657,-58.378036,WPA,Shenzhen,1,,
C8:D5:FE:70:D6:D9,fechurro,-34.604397,-58.406860,WPA,Shenzhen,1,,
C8:D5:FE:70:DE:5D,madero1181,-34.612152,-58.362750,Open,Shenzhen,6,,
C8:D5:FE:70:E6:1A,Cam24,-34.604164,-58.405406,WEP,Shenzhen,1,,
C8:D5:FE:70:E8:7E,Cam24,-34.604055,-58.405248,WEP,Shenzhen,1,,
C8:D5:FE:70:EE:E5,girondo-wifi,-34.617168,-58.372635,WEP,Shenzhen,11,,
C8:D5:FE:70:EF:E3,internetTV,-34.604282,-58.410442,WPA,Shenzhen,1,,
C8:D5:FE:71:C5:8E,robertostarna,-34.604336,-58.394436,WEP,Shenzhen,1,,
C8:D5:FE:72:15:10,Andilu,-34.617180,-58.371761,WEP,Shenzhen,11,,
C8:D5:FE:72:1B:30,Cueva,-34.617653,-58.382011,WEP,Shenzhen,6,,
C8:D5:FE:72:22:46,"?Cloaked Network?",-34.615429,-58.391647,Open,Shenzhen,0,,
C8:D5:FE:72:24:5C,Moreno,-34.607069,-58.387913,WEP,Shenzhen,11,,
C8:D5:FE:72:30:09,1143422278,-34.616479,-58.368740,WEP,Shenzhen,1,,
C8:D5:FE:72:33:54,Cam24,-34.609905,-58.395142,WEP,Shenzhen,13,,
C8:D5:FE:72:34:5E,narella,-34.609728,-58.395176,WEP,Shenzhen,1,,
C8:D5:FE:72:37:70,Rafaela,-34.604279,-58.395407,WEP,Shenzhen,11,,
C8:D5:FE:72:39:F1,expertos,-34.603956,-58.382901,WEP,Shenzhen,11,,
C8:D5:FE:72:39:F7,Raffo,-34.617639,-58.380062,WPA,Shenzhen,11,,
C8:D5:FE:72:3A:E5,silviaspeedy,-34.604442,-58.397717,WEP,Shenzhen,1,,
C8:D5:FE:72:3B:07,decormesa,-34.604488,-58.398384,WEP,Shenzhen,1,,
C8:D5:FE:72:3B:F2,Andres,-34.615860,-58.391670,WPA,Shenzhen,11,,
C8:D5:FE:72:3C:07,SpeedyCASA,-34.617470,-58.376152,WEP,Shenzhen,11,,
C8:D5:FE:72:3C:CE,Carla,-34.604252,-58.405582,WPA,Shenzhen,11,,
C8:D5:FE:72:3E:90,rodubi,-34.604419,-58.400117,WPA,Shenzhen,11,,
C8:D5:FE:72:EA:47,Speedy-WiFi,-34.618046,-58.389992,WEP,Shenzhen,11,,
C8:D5:FE:72:F4:D5,Estudio_2,-34.604359,-58.405746,WPA,Shenzhen,1,,
C8:D5:FE:72:F8:0B,sergio,-34.604326,-58.400803,WEP,Shenzhen,1,,
C8:D5:FE:72:F8:CF,"Speedy Wifi",-34.604333,-58.396803,WEP,Shenzhen,11,,
C8:D5:FE:72:FD:A0,manu1978,-34.617747,-58.383508,WEP,Shenzhen,6,,
C8:D5:FE:73:00:36,SpeedyWiFi01,-34.604324,-58.396774,WPA,Shenzhen,6,,
C8:D5:FE:73:01:BA,romina,-34.617478,-58.376001,WEP,Shenzhen,6,,
C8:D5:FE:73:06:AC,euge,-34.617641,-58.380100,WEP,Shenzhen,6,,
C8:D5:FE:73:09:79,Nestor,-34.604265,-58.401073,WPA,Shenzhen,11,,
C8:D5:FE:73:0A:D4,monica,-34.617939,-58.388061,WEP,Shenzhen,1,,
C8:D5:FE:73:0F:3B,WiFi-Casa,-34.617447,-58.375281,Open,Shenzhen,11,,
C8:D5:FE:73:15:96,patriciawifi,-34.617057,-58.370378,WEP,Shenzhen,6,,
C8:D5:FE:73:16:02,CAROLINA_LIVINGSTON,-34.611824,-58.394970,WPA,Shenzhen,6,,
C8:D5:FE:73:16:ED,MARINACASA,-34.607863,-58.394991,WPA,Shenzhen,6,,
C8:D5:FE:73:18:12,Gomez,-34.604246,-58.410405,WEP,Shenzhen,11,,
C8:D5:FE:73:1C:E4,Martin-wifi,-34.607769,-58.389458,WEP,Shenzhen,11,,
C8:D5:FE:73:1E:20,"Sion Internet",-34.607288,-58.387741,WEP,Shenzhen,11,,
C8:D5:FE:73:1F:37,arielymaria,-34.617270,-58.361763,WPA,Shenzhen,1,,
C8:D5:FE:73:21:E0,Condes2011,-34.604082,-58.402581,WEP,Shenzhen,1,,
C8:D5:FE:73:28:06,family_wifi,-34.617779,-58.384148,WEP,Shenzhen,6,,
C8:D5:FE:73:28:20,L.Nieves,-34.617624,-58.377228,WEP,Shenzhen,1,,
C8:D5:FE:73:2C:14,tetewifi,-34.617175,-58.366021,WEP,Shenzhen,6,,
C8:D5:FE:73:2D:DF,lnm,-34.604454,-58.395058,WEP,Shenzhen,6,,
C8:D5:FE:73:30:A0,HerzerWiFi,-34.603949,-58.382947,Open,Shenzhen,11,,
C8:D5:FE:73:35:8C,isfree,-34.617180,-58.371799,WPA,Shenzhen,11,,
C8:D5:FE:73:36:A6,manu,-34.603329,-58.378031,WEP,Shenzhen,11,,
C8:D5:FE:73:3C:FC,Sup_cientifica,-34.616943,-58.367058,WEP,Shenzhen,11,,
C8:D5:FE:73:49:C1,Gonzalo_yWiFi,-34.617668,-58.391742,WEP,Shenzhen,11,,
C8:D5:FE:73:4C:58,43747156@speedy,-34.604294,-58.392055,WEP,Shenzhen,1,,
C8:D5:FE:73:4F:99,Fundacion,-34.603909,-58.384036,WEP,Shenzhen,1,,
C8:D5:FE:73:50:46,Speedy13,-34.604291,-58.392091,WEP,Shenzhen,1,,
C8:D5:FE:73:52:3B,SpeedyWiFi,-34.616538,-58.391725,Open,Shenzhen,11,,
C8:D5:FE:73:55:29,SpeedyWiFi,-34.617819,-58.385148,Open,Shenzhen,11,,
C8:D5:FE:73:55:68,NEGOCIO,-34.604185,-58.401600,WEP,Shenzhen,11,,
C8:D5:FE:73:5A:A1,"Red de Casa",-34.616314,-58.391705,WPA,Shenzhen,11,,
C8:D5:FE:73:5B:BA,"?Cloaked Network?",-34.617996,-58.389027,WPA,Shenzhen,11,,
C8:D5:FE:79:D5:74,Speedy-03f2,-34.604057,-58.408146,WEP,Shenzhen,1,,
C8:D5:FE:79:D9:C4,RENZO,-34.604404,-58.405814,WEP,Shenzhen,6,,
C8:D5:FE:79:DB:50,MyQ,-34.607706,-58.390084,WPA,Shenzhen,11,,
C8:D5:FE:79:E1:D4,abril,-34.603868,-58.409297,WEP,Shenzhen,11,,
